numParks,code,meanHouseholdIncome,totalPopulation,populationDensity,race.white,race.black,race.americanIndianOrAlaskanNative,race.asian,race.nativeHawaiianOrPacificIslander,race.otherRace,race.twoOrMore
0,12843,58443,547,10.24310298,527,0,0,0,0,0,20
0,12844,92731,250,72.70734381,234,12,0,0,0,3,1
4,12845,83111,4570,109.329841,4383,66,15,40,0,7,59
5,12846,74198,3249,56.70661463,3231,11,0,0,0,0,7
0,12847,72299,375,1.373152486,356,14,5,0,0,0,0
0,12849,61057,297,141.5961751,295,2,0,0,0,0,0
0,12850,100289,2887,60.61966771,2818,41,0,9,0,0,19
0,12851,85652,394,3.293262309,386,0,0,0,0,0,8
0,12852,66654,375,3.566812284,360,2,2,2,0,0,9
0,12853,51748,1836,20.35629262,1730,10,0,26,0,0,70
0,12855,50848,210,1.421663071,208,0,0,0,0,2,0
0,12856,54442,218,2.940667705,218,0,0,0,0,0,0
0,12857,76662,685,11.59973912,685,0,0,0,0,0,0
0,12858,147745,116,6.02902105,116,0,0,0,0,0,0
0,12859,98447,2617,100.8311759,2617,0,0,0,0,0,0
0,12860,86448,526,46.49428145,502,4,0,4,0,0,16
0,12861,75103,627,18.57216919,612,0,0,6,0,0,9
0,12862,NA,0,7.302405498,0,0,0,0,0,0,0
0,12863,109321,835,148.4679666,835,0,0,0,0,0,0
0,12864,24374,22,171.4285714,22,0,0,0,0,0,0
0,12865,67142,3551,50.62958714,3454,26,9,8,0,18,36
13,12866,116239,39689,550.8303863,36538,929,77,1318,0,192,635
0,12870,67085,1816,14.1171848,1807,2,1,0,0,0,6
0,12871,89916,4418,137.2404059,4320,51,0,18,0,6,23
0,12872,NA,40,101.6393443,40,0,0,0,0,0,0
0,12873,75710,863,34.85013495,851,2,0,0,0,10,0
0,12874,117593,156,6.629937436,153,0,0,0,0,0,3
0,12878,65058,624,8.401692024,604,16,0,4,0,0,0
5,12883,62366,4845,62.92970658,4743,16,0,22,0,9,55
0,12884,71104,585,975.9036145,571,12,0,0,0,0,2
4,12885,65939,4410,64.07507449,4302,67,0,3,0,0,38
0,12886,71524,244,18.57991435,244,0,0,0,0,0,0
0,12887,67352,4745,59.43103036,4649,8,6,0,0,31,51
20,12901,66748,33312,440.2764977,30404,1097,78,748,12,378,595
2,12903,77087,1283,2105.536332,1150,22,0,51,0,16,44
0,12910,59142,2183,33.07668617,1734,238,3,21,0,98,89
0,12911,NA,0,413.7931034,0,0,0,0,0,0,0
0,12912,73773,2209,22.10861771,2179,0,0,0,0,0,30
0,12913,84039,1104,42.65909594,1092,0,0,0,0,5,7
0,12914,61149,928,32.72727273,786,0,105,4,0,0,33
0,12916,62493,2108,51.49169139,2000,15,53,3,0,0,37
0,12917,68817,1378,32.56807261,1271,48,0,1,0,9,49
1,12918,74761,2210,60.59757711,2084,22,28,0,0,76,0
0,12919,60086,2974,79.07618601,2939,0,6,12,0,6,11
0,12920,77510,2285,30.62665014,2221,19,3,5,0,9,28
0,12921,86273,2734,72.54884253,2573,12,0,13,0,80,56
0,12922,73725,33,1.478347889,32,1,0,0,0,0,0
0,12923,67130,562,12.06429199,546,5,0,3,0,0,8
0,12924,73722,97,58.02423797,97,0,0,0,0,0,0
0,12926,60384,2304,45.54455446,2210,17,68,0,0,0,9
0,12927,56872,254,2.02524321,254,0,0,0,0,0,0
0,12928,74482,1988,26.86199452,1955,2,4,1,0,26,0
0,12929,58264,3982,3306.465155,1646,1748,0,8,0,556,24
0,12930,72599,748,17.53027706,674,0,0,9,18,0,47
0,12932,70878,1157,19.39492845,1093,19,0,0,0,3,42
0,12933,64273,59,629.6296296,44,0,0,0,0,8,7
0,12934,53629,1007,18.2491674,994,1,0,9,0,0,3
0,12935,65513,1551,17.72621716,1504,6,0,0,0,3,38
0,12936,71746,439,19.44173969,438,1,0,0,0,0,0
0,12937,50955,2014,48.03520137,1254,74,435,2,0,20,229
0,12939,77285,223,49.56479691,223,0,0,0,0,0,0
0,12941,82544,1242,35.28190937,1192,29,1,0,0,5,15
0,12942,95219,837,12.20364598,794,0,0,1,0,31,11
0,12943,45959,358,4.456094364,352,0,0,0,0,0,6
0,12944,73218,3764,45.27246702,3630,29,26,1,3,19,56
0,12945,81287,492,19.21513116,492,0,0,0,0,0,0
10,12946,83939,4746,42.41254151,4535,68,11,23,4,15,90
0,12950,71705,706,19.70725499,654,34,3,0,0,0,15
0,12952,55924,448,18.93138241,236,183,9,11,0,9,0
4,12953,62767,15374,75.25972113,12087,2242,20,84,2,797,142
0,12955,90812,334,12.41649014,321,0,0,0,0,0,13
0,12956,57261,1538,139.7181223,1396,93,0,0,0,34,15
0,12957,50156,1723,54.01683723,1701,0,22,0,0,0,0
0,12958,72089,1881,51.92462988,1815,0,0,0,0,32,34
0,12959,53422,1454,35.43969557,1454,0,0,0,0,0,0
0,12960,74342,857,37.76067364,835,3,19,0,0,0,0
0,12961,24906,264,44.98875281,182,0,0,0,0,64,18
6,12962,78463,5256,127.862906,5048,40,8,117,0,7,36
0,12964,109750,148,4.666937214,129,0,0,16,0,0,3
0,12965,66872,498,54.11641321,487,0,0,11,0,0,0
0,12966,65625,2858,33.83319019,2793,0,50,7,0,3,5
0,12967,55042,1094,32.52054139,1060,3,6,3,0,8,14
0,12969,53016,421,4.287712612,373,0,9,0,0,0,39
0,12970,96086,935,19.15388746,802,69,13,37,0,12,2
0,12972,80698,5983,76.92586638,5752,36,0,62,0,106,27
0,12973,77426,104,5.240003363,104,0,0,0,0,0,0
0,12974,71525,1529,198.9548339,1412,7,18,0,0,3,89
0,12975,75841,264,92.91725105,262,0,0,2,0,0,0
0,12976,76145,225,6.776127183,207,0,0,0,2,12,4
0,12977,NA,1874,195.9754053,647,872,0,0,0,240,115
0,12978,42011,328,154.1698546,313,0,0,0,0,15,0
0,12979,64674,2356,677.6470588,2271,8,10,26,3,4,34
0,12980,62026,1321,5.098051481,1300,0,6,0,0,1,14
0,12981,65834,2341,21.25411545,2310,0,0,31,0,0,0
15,12983,70840,7463,35.60095012,6945,301,96,0,0,56,65
0,12985,56889,1328,19.37291045,1243,0,53,0,0,0,32
2,12986,76078,5941,27.05247384,5579,97,20,18,0,152,75
0,12987,84365,198,32.41412675,196,0,0,0,0,0,2
0,12989,79216,998,6.835732608,966,0,0,12,5,0,15
0,12992,92113,4197,75.16478676,4113,7,0,21,0,1,55
0,12993,67826,1330,22.52164742,1306,8,2,2,0,0,12
0,12996,88848,2119,40.98795512,1970,5,2,9,0,48,85
0,12997,79897,1069,18.99228965,1012,2,16,3,0,1,35
0,12998,50677,390,43.69496594,305,0,12,21,0,0,52
0,13020,70443,99,320.5128205,99,0,0,0,0,0,0
22,13021,70709,37841,328.679823,34388,1514,50,271,0,281,1337
0,13024,NA,1709,41261.90476,471,1136,7,0,0,50,45
0,13026,87597,1677,67.99047991,1468,25,12,13,0,91,68
4,13027,93768,33049,464.8466771,31472,549,108,291,52,29,548
0,13028,66833,1229,72.23886986,1196,0,0,0,0,0,33
2,13029,98648,7168,401.1171923,6947,0,27,127,0,0,67
1,13030,80842,3518,292.1921922,3415,0,0,5,0,0,98
2,13031,92327,15080,639.8271961,14200,208,11,360,0,10,291
4,13032,69612,12208,156.8920892,11691,32,134,18,0,0,333
0,13033,85165,3774,57.6813898,3707,11,0,4,0,6,46
0,13034,95123,2021,81.84511563,1942,12,4,14,5,12,32
7,13035,117825,8422,115.2221004,7994,225,44,84,0,38,37
1,13036,78188,9064,177.9198951,8828,86,22,16,0,21,91
10,13037,94500,9787,217.3286433,9354,168,70,6,0,71,118
1,13039,103031,17028,776.1108161,16194,285,25,268,0,0,256
0,13040,64466,2337,28.69747987,2253,11,18,2,0,19,34
0,13041,97874,11409,586.2220032,9852,966,18,231,0,9,333
0,13042,74138,2224,70.30107719,2213,0,0,1,0,0,10
0,13044,90880,2595,90.4410441,2541,0,0,0,0,0,54
12,13045,72777,28916,282.5322062,26901,869,28,260,0,165,693
0,13051,90014,157,648.3050847,157,0,0,0,0,0,0
0,13052,63918,1541,34.6592903,1521,5,6,4,0,0,5
4,13053,90276,5006,151.0951764,4566,140,5,120,0,65,110
1,13054,74006,1775,71.57723283,1753,0,0,0,0,0,22
4,13057,75672,13643,538.370381,12767,127,15,315,9,194,216
0,13060,65702,2912,175.4627314,2699,25,6,35,0,6,141
0,13061,81754,1087,40.01847006,1006,59,0,0,0,22,0
0,13062,NA,41,961.1111111,41,0,0,0,0,0,0
0,13063,122691,1934,54.5810088,1845,0,8,30,0,51,0
0,13064,139749,165,359.5505618,165,0,0,0,0,0,0
9,13066,138678,12525,827.4894811,11246,266,0,327,0,32,654
5,13068,81484,5231,104.9811276,4925,67,7,47,0,0,185
13,13069,66194,24166,232.5197489,23282,194,56,55,0,214,365
0,13071,84638,949,41.2200822,936,0,3,7,0,0,3
0,13072,64084,819,23.86822529,781,0,26,0,0,12,0
0,13073,72886,6534,116.9924045,6057,99,10,142,0,63,163
0,13074,66752,4050,105.6969925,4005,1,4,9,2,8,21
0,13076,77496,2397,156.323491,2277,0,0,20,0,0,100
6,13077,88995,7015,95.45068027,6876,3,0,80,7,0,49
3,13078,126647,10889,253.3836711,8750,576,78,1038,0,18,429
0,13080,83651,3210,129.419732,3040,5,15,0,0,32,118
0,13081,108030,1102,40.36881,1090,5,0,0,0,0,7
0,13082,80245,4258,206.6522422,4167,4,21,43,0,0,23
0,13083,77590,2029,31.18911743,2001,2,6,5,0,0,15
0,13084,85240,3659,102.5205785,3496,39,34,0,4,0,86
0,13087,116873,134,819.5121951,134,0,0,0,0,0,0
7,13088,78075,21917,2783.766805,19774,754,88,456,0,84,761
2,13090,91123,29869,2000.664143,25847,1517,63,784,10,130,1518
0,13092,72411,2626,53.7053829,2588,0,3,0,0,26,9
2,13101,61826,2311,64.13338107,2175,9,0,0,0,67,60
0,13102,57669,47,1465.517241,47,0,0,0,0,0,0
0,13103,34417,213,953.2163743,203,0,0,3,0,0,7
5,13104,143902,16052,329.5300593,14307,140,38,1221,0,44,302
3,13108,95841,6095,211.6610681,5883,64,0,65,0,7,76
0,13110,98489,2081,95.14120615,2049,0,5,6,0,0,21
0,13111,51039,1706,63.88575723,1688,0,0,0,0,0,18
0,13112,80143,1673,97.41285672,1666,7,0,0,0,0,0
0,13113,81477,294,552.9865125,292,0,2,0,0,0,0
0,13114,81279,6350,101.0733879,6128,46,3,51,0,21,101
1,13115,73092,212,482.7586207,206,0,0,0,0,0,6
2,13116,67892,3468,2616.956851,2831,123,0,20,0,432,62
0,13117,51181,287,230.6748466,284,0,3,0,0,0,0
0,13118,70555,6159,62.27070486,5436,530,0,28,0,55,110
1,13120,75021,2109,136.1562756,1401,393,247,43,0,0,25
0,13122,81516,1239,62.7337822,1230,9,0,0,0,0,0
0,13123,NA,451,132.7134404,451,0,0,0,0,0,0
0,13124,67311,83,26.46744931,83,0,0,0,0,0,0
15,13126,72613,35833,369.2034415,33066,928,58,542,29,277,933
0,13131,79426,3611,73.58497695,3487,16,1,46,0,0,61
0,13132,83002,3541,178.8754952,3370,37,0,58,0,31,45
0,13134,81402,216,1433.73494,193,0,0,0,0,0,23
2,13135,71989,6392,207.1372672,6123,1,16,70,0,0,182
0,13136,55967,417,28.64653184,417,0,0,0,0,0,0
0,13138,NA,56,1525,56,0,0,0,0,0,0
4,13140,70439,4571,85.85858586,4448,10,0,21,0,17,75
0,13141,69820,616,45.48229548,616,0,0,0,0,0,0
0,13142,78244,6522,91.46332818,6409,18,0,3,0,0,92
0,13143,63455,2681,66.51386767,2540,103,0,24,0,0,14
0,13144,62301,1774,39.84074113,1733,15,3,0,0,15,8
0,13145,55710,1457,115.4399425,1430,5,0,0,1,0,21
0,13146,65279,2462,44.92377853,2217,22,17,24,0,13,169
0,13147,72766,1104,35.69637184,1061,0,0,0,0,35,8
5,13148,71831,10535,178.978739,9845,261,65,206,0,84,74
3,13152,148064,8025,122.8135294,7870,11,25,27,22,0,70
0,13153,64049,408,446.3087248,408,0,0,0,0,0,0
0,13155,75167,497,32.41895262,477,0,18,0,0,0,2
0,13156,77148,1870,66.73562681,1849,10,3,0,0,0,8
1,13157,51911,603,1252.252252,547,24,0,0,0,0,32
0,13158,71283,1569,25.99531944,1561,0,0,3,0,0,5
0,13159,99055,5290,66.38069019,5135,34,48,28,0,0,45
0,13160,82135,1812,95.25823582,1716,13,2,6,0,3,72
0,13162,233009,215,219.123506,215,0,0,0,0,0,0
0,13163,61496,468,638.4180791,415,48,5,0,0,0,0
0,13164,95279,2797,217.975014,2668,0,0,71,0,0,58
5,13165,69039,10376,157.9953812,9911,116,25,55,0,49,220
6,13166,83187,5616,137.4359979,5456,27,3,48,0,28,54
0,13167,69702,3067,97.93119616,2979,0,0,14,0,0,74
7,13202,41104,6787,5448.897796,2494,3310,62,385,0,204,332
5,13203,55161,16513,9428.823529,9448,3586,340,1315,8,378,1438
13,13204,49933,18741,4521.551724,11287,5467,211,237,0,545,994
6,13205,46023,17212,5565.507246,6889,8141,256,448,2,427,1049
4,13206,61161,16723,4160.678138,12192,2875,252,527,10,135,732
4,13207,66108,12597,4497.411003,6248,5390,144,155,0,126,534
2,13208,52325,22833,5475.323431,11878,5694,16,3365,22,530,1328
7,13209,65767,12713,1040.870864,11203,455,21,94,14,114,812
7,13210,52052,27916,6045.992116,17029,5617,197,3092,0,638,1343
2,13211,66709,5861,1383.651805,5267,242,0,80,0,12,260
9,13212,72329,21269,1921.827795,19200,933,65,364,0,59,648
0,13214,94861,8439,2405.745554,6421,998,48,474,0,326,172
1,13215,109944,14952,449.2147214,13515,582,53,260,9,51,482
2,13219,78804,15107,3098.00363,13951,545,35,231,0,79,266
1,13224,86325,8369,2984.558577,4676,2870,32,222,0,288,281
0,13290,NA,0,0,0,0,0,0,0,0,0
0,13301,109557,168,40.11461318,168,0,0,0,0,0,0
0,13302,59480,1826,36.45833333,1773,1,5,2,0,14,31
0,13303,83308,1065,32.57982481,1042,3,6,0,0,1,13
0,13304,95340,1617,96.85954216,1555,5,0,19,0,0,38
0,13305,56010,220,305.5265902,220,0,0,0,0,0,0
3,13308,77120,3543,93.77829518,3467,0,12,9,0,0,55
0,13309,71222,5748,40.48591346,5533,26,11,25,6,15,132
0,13310,62692,553,82.32189974,553,0,0,0,0,0,0
0,13312,70676,391,5.193297352,387,0,0,0,0,0,4
0,13313,61659,425,233.6739227,422,0,0,0,0,3,0
0,13314,83721,325,114.3225806,325,0,0,0,0,0,0
0,13315,69871,1481,28.90020367,1450,0,0,16,0,0,15
0,13316,61884,6000,39.81829053,5878,38,12,14,0,0,58
4,13317,66366,3926,82.03260493,3736,10,47,27,0,11,95
0,13318,79280,1443,52.20029153,1441,0,2,0,0,0,0
1,13319,57960,561,1217.832957,561,0,0,0,0,0,0
0,13320,69665,2037,26.25484635,2025,5,0,0,0,0,7
0,13321,49379,819,1299.876084,767,0,0,27,0,0,25
0,13322,74417,870,88.58154277,856,9,0,0,0,0,5
1,13323,90051,11282,297.6525328,10353,255,21,231,16,134,272
0,13324,65840,2351,18.00661946,2317,14,4,4,0,0,12
0,13325,60053,1059,11.19007624,1050,0,0,0,0,9,0
0,13326,86083,5419,58.29873779,4866,142,2,191,0,55,163
0,13327,61473,2038,15.40975251,2017,0,1,20,0,0,0
0,13328,85439,1526,79.86636409,1514,5,0,0,0,0,7
0,13329,58031,4227,73.45774621,4097,7,31,8,0,6,78
0,13331,88521,133,2.34293648,133,0,0,0,0,0,0
0,13332,68644,2782,50.01626545,2682,7,20,1,0,39,33
0,13333,31914,34,36.44914756,34,0,0,0,0,0,0
0,13334,59483,1065,47.23272602,1061,0,0,0,0,0,4
0,13335,66076,1370,41.67321906,1285,39,0,17,0,17,12
0,13337,99387,662,42.70731971,647,0,0,15,0,0,0
0,13338,69596,1110,4.961043876,1063,11,19,0,0,6,11
4,13339,62611,6528,64.16810731,6090,52,0,18,0,143,225
2,13340,77016,8097,141.773508,7839,63,0,4,14,81,96
0,13341,121173,166,554.3478261,162,0,0,4,0,0,0
0,13342,78158,209,20.78085642,209,0,0,0,0,0,0
0,13343,73676,1675,29.51228195,1675,0,0,0,0,0,0
0,13345,78461,130,35.83721401,116,14,0,0,0,0,0
4,13346,82283,6241,178.146326,5341,263,0,368,0,63,206
0,13348,81642,1411,39.7316961,1356,27,0,5,0,0,23
12,13350,63790,9786,331.7773906,9188,196,31,91,12,56,212
0,13352,NA,11,386.9047619,11,0,0,0,0,0,0
0,13353,32144,13,0.434529975,13,0,0,0,0,0,0
0,13354,89084,3811,64.16927478,3773,0,0,4,0,0,34
0,13355,79657,941,31.09004088,926,0,0,0,0,0,15
10,13357,63203,10786,351.7849217,9959,319,6,152,71,74,205
0,13360,53517,133,5.4003211,133,0,0,0,0,0,0
0,13361,68384,802,29.09193617,769,4,0,12,0,7,10
0,13362,72956,150,217.3913043,150,0,0,0,0,0,0
1,13363,89551,2453,109.2599585,2413,40,0,0,0,0,0
0,13364,47969,89,82.20568336,89,0,0,0,0,0,0
8,13365,71088,8339,66.41609617,8149,48,6,16,0,37,83
3,13367,73609,8767,19.47683844,8391,95,58,43,24,96,60
0,13368,54160,1062,24.52614953,1025,11,0,0,0,0,26
0,13402,74212,1659,60.42224673,1642,3,0,6,0,1,7
1,13403,113507,7302,276.0428368,6243,816,28,24,0,100,91
0,13404,43524,124,80.10862186,124,0,0,0,0,0,0
0,13406,71153,721,66.4527956,711,0,0,6,0,0,4
0,13407,59778,5023,100.4439205,4706,106,0,69,0,2,140
0,13408,64742,3845,113.7027788,3300,322,0,96,0,53,74
0,13409,61814,2437,68.88347261,2232,61,6,0,0,17,121
0,13410,68415,291,2190.909091,286,0,0,0,0,3,2
0,13411,65882,3152,47.68095829,3080,0,6,18,0,0,48
2,13413,107044,15777,811.2116642,14548,298,51,598,11,17,254
0,13415,82344,73,38.90853967,66,0,0,0,0,2,5
0,13416,68623,2189,43.66887799,2139,8,0,0,0,0,42
2,13417,52875,3362,2536.454336,3164,0,0,82,0,0,116
0,13418,73359,345,48.88803681,340,0,0,0,0,5,0
0,13420,68091,864,5.816811781,827,37,0,0,0,0,0
8,13421,66100,13149,336.2294692,12560,195,38,57,79,0,220
1,13424,64563,2338,244.4384643,2096,185,0,39,0,0,18
0,13425,67995,2318,77.15505424,2225,53,0,19,0,3,18
1,13428,56131,1615,103.6515785,1528,16,0,40,0,15,16
0,13431,86468,1811,56.1358765,1703,10,50,0,0,2,46
0,13433,54917,1791,41.73354735,1784,6,0,1,0,0,0
0,13435,79986,393,1375,307,69,0,2,0,0,15
0,13436,64263,74,2.817121841,74,0,0,0,0,0,0
0,13437,55572,382,4.785435631,382,0,0,0,0,0,0
0,13438,76152,3392,44.15363461,3337,27,9,2,0,1,16
0,13439,63982,3518,45.86889624,3469,19,4,18,0,0,8
25,13440,67334,41014,380.8081077,36900,2245,27,494,0,323,1025
0,13441,54572,184,14.2021721,118,53,0,0,0,13,0
0,13450,51361,35,43.67912642,35,0,0,0,0,0,0
0,13452,59055,4618,60.6588741,4497,53,4,27,0,22,15
0,13454,52969,661,19.18699187,632,0,0,0,0,1,28
1,13456,89550,4005,148.3328584,3857,10,17,66,0,4,51
0,13459,72985,2557,43.64307741,2442,2,3,84,0,1,25
0,13460,64497,4414,61.94492231,4204,22,5,26,2,0,155
7,13461,85723,3000,1330.025884,2884,43,3,12,0,1,57
0,13464,59752,1373,31.00714546,1346,17,0,0,0,4,6
0,13468,73824,486,46.37055316,486,0,0,0,0,0,0
0,13469,96596,1131,210.853871,1119,12,0,0,0,0,0
0,13470,51350,517,10.83480288,494,9,0,5,0,9,0
0,13471,64191,3291,37.72499121,3185,19,0,8,0,4,75
0,13472,62891,68,21.46071305,68,0,0,0,0,0,0
0,13473,75267,776,16.60344641,740,3,0,0,0,12,21
0,13475,NA,16,1866.666667,16,0,0,0,0,0,0
2,13476,83397,4150,141.9741525,3890,177,9,25,0,10,39
0,13477,99777,991,71.7037037,964,15,0,0,0,0,12
0,13478,69314,3009,86.14619426,2954,10,0,23,0,0,22
0,13480,65373,3372,65.71285047,3318,23,0,10,0,0,21
0,13483,71738,418,36.99421965,412,6,0,0,0,0,0
0,13484,93720,322,69.01960784,322,0,0,0,0,0,0
0,13485,56208,1029,25.62825447,1020,5,0,0,0,0,4
0,13486,73837,937,27.67308411,937,0,0,0,0,0,0
0,13488,73329,172,23.42256214,156,0,0,1,0,0,15
0,13489,64392,658,15.41019696,568,38,0,52,0,0,0
2,13490,82146,1753,115.0173244,1630,0,0,47,0,0,76
0,13491,70732,3606,50.32550554,3550,6,4,20,1,7,18
3,13492,87802,11154,768.9655172,10535,21,22,313,7,232,24
0,13493,55036,1804,27.77069722,1749,2,8,3,0,0,42
0,13494,71024,287,17.93363413,285,0,0,2,0,0,0
1,13495,57856,2059,2455.899198,1972,13,0,16,0,0,58
12,13501,57039,36920,4405.760658,21921,4771,175,6100,30,1689,2234
8,13502,63810,33314,618.5967784,25065,4497,116,1087,0,712,1837
27,13601,62334,37548,271.1703005,31721,2797,273,774,31,318,1634
0,13602,59914,3968,398.0512821,2324,772,74,180,60,265,293
0,13603,56287,9501,1789.840455,6625,1349,51,255,144,331,746
3,13605,64273,5014,59.1652217,4895,7,13,9,0,8,82
2,13606,72042,2512,77.26225358,2484,2,0,0,0,0,26
0,13607,67880,1322,102.2389316,1263,44,0,8,0,0,7
0,13608,60137,1607,43.39703618,1546,2,5,0,0,0,54
2,13612,74806,2386,160.6308082,2242,10,0,80,0,16,38
0,13613,61161,2708,32.72351868,2613,11,23,3,0,11,47
0,13614,54770,339,39.82152817,332,0,0,0,0,0,7
1,13615,70371,922,331.075801,919,3,0,0,0,0,0
20,13616,59622,1722,339.3501805,1059,221,0,335,0,14,93
8,13617,77490,11137,88.48912975,10074,442,39,246,0,134,202
0,13618,66049,1590,33.9726789,1551,7,5,13,0,6,8
7,13619,60475,10400,100.0027521,9585,294,7,76,14,111,313
0,13620,61951,2267,47.47498757,2171,7,0,5,0,44,40
0,13621,65097,469,23.89178858,463,1,0,0,0,0,5
0,13622,79035,2410,41.80705494,2271,28,13,10,0,0,88
0,13623,58520,18,123.7373737,18,0,0,0,0,0,0
0,13624,78590,5305,86.05898123,4516,406,35,17,0,103,228
0,13625,69930,1778,33.75070013,1766,1,0,0,2,2,7
0,13626,66779,2172,22.82957876,2074,11,4,20,0,2,61
0,13628,66712,222,1195.652174,214,0,0,0,0,0,8
0,13630,57251,1448,31.76752422,1419,7,5,0,0,0,17
0,13633,70722,306,17.41896395,303,0,0,0,0,0,3
6,13634,76410,4064,90.21330556,3991,41,0,0,0,0,32
0,13635,63337,1210,19.64876925,1183,0,0,0,0,2,25
0,13636,63950,237,87.90523691,218,3,0,7,0,0,9
1,13637,65235,4318,127.4910577,3053,621,34,145,0,139,326
0,13638,42153,254,309.8360656,254,0,0,0,0,0,0
0,13639,67398,252,12.54064097,250,0,1,0,0,0,1
0,13640,69217,301,21.93266429,294,0,0,0,0,0,7
0,13641,59213,48,293.5483871,48,0,0,0,0,0,0
4,13642,57664,9909,55.70833748,8842,543,49,21,0,197,257
0,13643,NA,43,527.7777778,43,0,0,0,0,0,0
0,13646,57957,2014,20.56667659,1949,11,4,10,0,0,40
0,13647,76285,55,758.2417582,44,0,0,10,0,1,0
0,13648,60632,2121,13.22415044,2085,1,11,4,0,0,20
0,13650,82140,1567,33.7122222,1420,5,0,3,0,8,131
0,13651,126966,96,51.87908497,96,0,0,0,0,0,0
0,13652,65409,1548,27.30555138,1536,0,0,0,9,1,2
0,13654,63101,2578,36.99806065,2540,15,9,2,0,0,12
0,13655,55452,3444,173.6980068,392,5,2797,117,84,0,49
0,13656,68644,3133,33.62915075,2946,158,9,0,0,0,20
0,13658,74580,2320,29.94689096,2278,6,2,0,0,22,12
0,13659,61460,439,10.43628236,439,0,0,0,0,0,0
0,13660,66960,1697,35.1643856,1648,5,6,9,0,0,29
0,13661,82727,1521,35.72513782,1496,3,16,0,0,0,6
8,13662,64329,16267,186.6417541,15288,13,314,168,0,32,452
0,13664,79782,306,406.3136456,288,11,0,2,0,3,2
0,13665,59773,728,20.34414356,724,4,0,0,0,0,0
0,13666,54226,183,6.799591002,173,0,0,0,0,2,8
0,13667,49980,2898,64.13047861,2820,47,19,0,0,8,4
0,13668,75443,3138,90.57517549,3002,16,44,17,4,0,55
9,13669,61537,15908,160.8572797,14151,820,122,122,38,331,324
0,13670,54091,448,5.916345625,430,0,5,3,0,0,10
0,13672,80163,660,4.827624921,628,0,3,0,0,5,24
0,13673,62538,2142,64.43756805,1993,67,14,16,0,0,52
0,13674,NA,155,222.2222222,155,0,0,0,0,0,0
0,13675,71708,149,151.9468186,149,0,0,0,0,0,0
6,13676,70039,16637,104.3570936,14782,674,77,424,6,333,341
0,13677,NA,39,474.4897959,39,0,0,0,0,0,0
0,13678,60592,400,268.7898089,400,0,0,0,0,0,0
0,13679,74533,1851,29.65891448,1845,0,0,0,0,0,6
0,13680,56081,1702,35.39520856,1630,12,0,0,0,0,60
0,13681,62234,1053,26.54238793,1032,1,0,3,1,0,16
0,13682,84059,731,27.97626643,717,0,0,14,0,0,0
0,13684,70348,1006,7.163668609,992,0,6,2,0,0,6
0,13685,80853,2460,112.6481234,2339,35,0,15,0,6,65
0,13687,74001,418,3.563563861,418,0,0,0,0,0,0
0,13690,57649,633,16.38233187,610,2,1,3,0,1,16
0,13691,76145,3074,43.97673775,2924,20,15,18,0,8,89
0,13692,31614,30,98.9010989,30,0,0,0,0,0,0
0,13693,58101,439,25.97872121,439,0,0,0,0,0,0
0,13694,75624,1244,67.42729306,1222,0,0,0,0,0,22
0,13695,96859,158,7.881889301,147,11,0,0,0,0,0
0,13696,NA,94,46.72395274,94,0,0,0,0,0,0
0,13697,60085,2047,34.81379731,2005,0,10,18,0,0,14
0,13730,78830,2687,57.19937193,2612,36,7,21,0,0,11
0,13731,69216,923,12.96339681,873,0,5,7,0,0,38
2,13732,99204,7799,247.4279992,7453,57,0,73,0,51,165
0,13733,61421,4811,57.4879866,4668,9,7,2,0,32,93
0,13734,63016,1817,63.14016731,1812,2,0,1,0,1,1
0,13736,76443,2283,38.54079093,2258,0,0,5,0,0,20
0,13739,69475,752,23.66643489,729,4,0,12,0,0,7
0,13740,109675,515,14.00085926,474,7,5,16,0,7,6
0,13743,79219,3551,64.82049186,3540,3,0,0,0,0,8
0,13744,73401,1142,98.12721153,1126,1,0,0,1,0,14
1,13746,79804,1954,91.54497927,1834,13,44,7,0,0,56
2,13748,63366,3876,286.9873877,3653,17,0,0,0,206,0
0,13750,65164,918,40.56614287,853,35,0,23,0,0,7
0,13751,44201,180,96.03658537,180,0,0,0,0,0,0
0,13752,92279,794,16.11706513,792,0,0,0,0,0,2
1,13753,74364,5651,62.39730266,4923,343,2,117,2,73,191
0,13754,53849,3147,41.58343698,2998,28,7,31,11,3,69
0,13755,63236,1127,21.35132316,1105,0,10,0,0,0,12
0,13756,52102,384,13.36123281,384,0,0,0,0,0,0
0,13757,66237,1338,28.09517408,1338,0,0,0,0,0,0
16,13760,73284,42372,900.0223664,38304,2052,55,885,0,264,812
0,13774,34626,154,70.67510549,154,0,0,0,0,0,0
0,13775,71917,1829,30.7237313,1822,4,0,0,0,0,3
0,13776,78616,546,90.23746702,494,0,0,20,0,0,32
0,13777,66923,347,120.7841834,335,6,0,0,0,0,6
0,13778,72220,5486,61.40124495,5354,17,0,19,0,16,80
0,13780,69304,929,47.17619972,899,0,0,0,0,0,30
0,13782,71822,777,20.56828398,670,74,0,15,0,5,13
0,13783,60471,2634,23.36428153,2469,65,0,0,0,28,72
0,13784,60967,130,367.5213675,130,0,0,0,0,0,0
0,13786,55482,365,29.92004127,359,0,0,6,0,0,0
0,13787,57058,3342,57.0247804,3219,2,39,18,0,14,50
