numParks,code,meanHouseholdIncome,totalPopulation,populationDensity,race.white,race.black,race.americanIndianOrAlaskanNative,race.asian,race.nativeHawaiianOrPacificIslander,race.otherRace,race.twoOrMore
11,72112,48188,10936,34.92129233,7814,2007,26,8,0,50,1031
5,72113,89520,25641,812.1635551,18244,5602,29,603,31,313,819
18,72114,31919,10805,1585.023792,2674,7595,26,21,0,129,360
7,72116,91124,22263,3202.480574,16435,4157,113,246,0,230,1082
3,72117,47117,14769,228.9654674,4028,10288,105,0,0,89,259
6,72118,60045,21614,785.3989223,11630,7593,89,28,0,1212,1062
0,72119,NA,0,16.61129568,0,0,0,0,0,0,0
11,72120,81949,32998,628.9295663,23943,7059,138,621,44,325,868
0,72121,50024,2990,37.83723273,2868,0,28,0,0,25,69
0,72122,79334,596,8.892683442,596,0,0,0,0,0,0
0,72123,31772,437,511.3636364,311,101,0,0,0,0,25
0,72125,48964,814,41.70891326,739,6,0,0,0,34,35
0,72126,63564,3889,18.0951349,3805,7,0,0,0,14,63
0,72127,75549,2121,40.4837707,1600,411,0,50,0,11,49
0,72128,55859,889,36.16813294,883,0,6,0,0,0,0
0,72129,52211,1064,29.37619882,961,87,0,0,0,3,13
0,72130,41356,822,17.16896097,719,0,77,26,0,0,0
0,72131,75941,4974,35.38734278,4781,20,0,26,0,0,147
0,72132,69478,3276,53.2592982,2982,204,0,9,0,52,29
0,72134,52539,332,6.494845361,307,25,0,0,0,0,0
2,72135,135925,2718,36.94210104,2538,116,0,16,0,0,48
0,72136,66630,1136,34.60531969,1113,0,0,0,0,0,23
0,72137,74551,2445,37.46718871,2249,0,120,19,0,0,57
0,72139,33764,257,521.7391304,247,2,0,0,0,2,6
0,72140,71706,370,15.93604682,367,0,0,0,0,0,3
0,72141,32066,660,7.469464828,660,0,0,0,0,0,0
1,72142,81488,1988,24.01914611,1357,571,0,0,4,0,56
5,72143,63099,36246,115.4501436,31636,2338,221,445,0,634,972
0,72149,NA,0,0,0,0,0,0,0,0,0
1,72150,75701,12675,40.91355198,11979,379,22,0,13,38,244
0,72152,37306,405,5.841185121,127,163,0,0,0,115,0
0,72153,59544,2181,30.44615694,1986,44,27,16,21,9,78
0,72156,55669,427,24.91616626,404,0,0,0,0,0,23
0,72157,63815,1541,31.44875634,1444,72,0,0,0,0,25
3,72160,63331,9785,31.94724657,6273,3317,30,8,0,49,108
0,72165,18442,121,21.95411392,121,0,0,0,0,0,0
0,72166,63058,103,2.551646303,103,0,0,0,0,0,0
0,72167,61471,1694,38.35426939,1674,0,0,0,0,5,15
0,72168,39406,2424,40.58240397,1252,1089,14,0,0,64,5
0,72169,48356,74,17.7045177,74,0,0,0,0,0,0
0,72170,49413,252,21.79072276,234,18,0,0,0,0,0
0,72173,69638,9104,94.71542595,8941,52,23,0,0,0,88
0,72175,40442,261,7.759074171,65,196,0,0,0,0,0
4,72176,69591,9066,102.6374846,8100,373,65,163,62,45,258
0,72179,43650,305,19.24804312,263,0,0,0,0,0,42
0,72181,NA,0,49.24543288,0,0,0,0,0,0,0
2,72201,126574,996,846.2809917,783,110,0,0,0,28,75
11,72202,65709,9545,1149.936614,4078,4811,22,147,0,113,374
18,72204,46433,31580,2103.611183,7074,22857,0,286,0,833,530
14,72205,72484,22552,2942.681679,14747,5638,308,1368,34,96,361
14,72206,54941,23413,224.5395117,10646,11685,63,61,10,449,499
8,72207,122420,10325,3385.924714,8988,950,0,114,0,2,271
7,72209,44661,31771,1964.443905,8980,20403,112,118,0,1351,807
2,72210,76874,17808,281.9848506,9865,7058,30,234,0,41,580
5,72211,91212,22553,2827.842721,14485,5276,23,1836,0,399,534
0,72212,144688,12279,1919.18429,9715,1278,64,763,46,76,337
6,72223,155029,23376,332.047879,17221,3950,50,1611,21,195,328
4,72227,106128,12164,3039.512066,8977,2659,0,124,0,189,215
18,72301,48984,24259,1380.115411,8806,14082,37,124,20,26,1164
0,72311,41524,97,132.2233105,87,10,0,0,0,0,0
6,72315,56096,21609,95.14923892,10978,9308,7,182,20,170,944
0,72320,NA,1546,34.74482214,812,708,17,0,0,9,0
0,72321,53705,135,111.352133,115,20,0,0,0,0,0
0,72322,24660,120,100.308642,58,60,2,0,0,0,0
0,72324,53708,2226,15.64762003,1808,73,0,0,0,7,338
0,72325,62023,59,7.622761922,39,20,0,0,0,0,0
0,72326,52114,1924,27.23712034,1358,531,7,0,0,22,6
0,72327,61766,1589,16.97756256,912,521,0,0,0,0,156
0,72328,NA,46,1.183607042,46,0,0,0,0,0,0
0,72329,NA,162,5.834305718,162,0,0,0,0,0,0
0,72330,58367,531,18.42195039,479,0,0,0,0,52,0
0,72331,41817,3010,22.2613754,625,1912,0,0,0,0,473
0,72332,18222,125,1575.757576,6,103,0,0,0,0,16
0,72333,39873,550,10.73590008,232,294,0,0,0,0,24
7,72335,48393,18559,126.2414907,6585,11199,88,110,37,242,298
0,72338,NA,7,1.497475187,7,0,0,0,0,0,0
0,72339,40193,148,28.57142857,25,72,0,0,0,0,51
0,72340,95639,170,11.085109,20,150,0,0,0,0,0
0,72341,42689,205,10.9580927,64,136,5,0,0,0,0
6,72342,46573,4706,61.94016482,1546,3098,1,0,0,33,28
0,72346,44393,480,8.491818857,409,71,0,0,0,0,0
0,72347,53378,684,7.513394131,576,0,0,0,0,0,108
0,72348,44680,2482,15.81042123,1118,964,4,45,1,292,58
0,72350,49527,1063,15.82507228,606,395,0,0,0,12,50
0,72351,40072,735,127.6173009,604,43,2,0,0,4,82
0,72353,NA,105,3.510284518,105,0,0,0,0,0,0
0,72354,61650,2359,49.01182634,1986,201,0,0,0,21,151
0,72355,62321,2198,26.51925233,1018,1151,0,0,0,0,29
0,72358,37396,1401,28.60867063,760,567,11,5,0,25,33
0,72359,32000,534,203.7914692,30,284,0,0,0,63,157
3,72360,43000,5655,19.93089227,1949,3639,13,6,0,0,48
4,72364,76084,15874,218.2713122,8665,5443,90,140,0,153,1383
0,72365,35735,2679,61.42491751,2063,396,0,10,0,10,200
0,72366,47842,2017,17.38339862,1025,980,6,0,0,6,0
0,72367,NA,6,1.552014026,0,6,0,0,0,0,0
0,72368,58947,1287,8.676973517,1019,233,0,9,0,11,15
3,72370,48964,7510,75.93417744,3407,3551,11,44,0,353,144
0,72372,56467,1756,15.41961978,1236,500,0,0,0,16,4
0,72373,33570,855,11.79289232,290,421,3,5,0,0,136
0,72374,54745,848,20.87702574,639,209,0,0,0,0,0
0,72376,78520,1851,23.06131019,1021,722,0,65,0,0,43
0,72377,NA,22,46.57179819,22,0,0,0,0,0,0
0,72379,NA,15,0.573776136,0,15,0,0,0,0,0
0,72383,NA,75,10.31730582,75,0,0,0,0,0,0
0,72384,32704,888,10.30727133,320,437,0,0,0,7,124
0,72386,65033,2050,15.18206517,1885,122,3,2,0,0,38
0,72389,65748,359,3.585930496,230,129,0,0,0,0,0
2,72390,33943,7904,248.0322466,1855,6035,0,0,0,0,14
0,72392,63927,534,10.23208322,463,59,0,0,0,12,0
0,72394,36570,473,7.587806092,138,294,0,13,0,15,13
0,72395,65830,1082,42.25352113,785,255,0,4,0,3,35
8,72396,67902,12952,51.30120689,9579,2667,32,0,0,0,674
12,72401,60409,58725,458.6884379,42793,11250,444,510,7,1910,1811
3,72404,90223,27706,186.3162822,21608,4155,21,965,0,304,653
0,72410,47208,383,7.170832853,377,0,0,0,0,5,1
0,72411,52599,2365,59.75825779,2184,75,3,0,0,5,98
0,72412,55135,542,10.09038305,542,0,0,0,0,0,0
0,72413,87858,539,15.95645329,493,41,0,0,0,0,5
0,72414,65717,365,25.64844836,336,8,0,0,0,21,0
0,72415,71810,1339,35.39124947,1311,0,11,0,0,0,17
0,72416,62203,5414,62.22561763,5155,58,5,29,0,22,145
2,72417,63798,5606,78.01294385,5544,14,0,7,0,8,33
0,72419,66836,1497,34.36007312,1425,14,0,0,0,9,49
0,72421,33474,447,7.29331227,427,0,0,2,0,0,18
2,72422,47277,4587,28.39917409,4312,51,0,0,0,98,126
0,72424,32303,92,68.71345029,88,0,0,0,0,0,4
0,72425,44965,357,6.395915792,357,0,0,0,0,0,0
0,72426,65195,169,219.7309417,166,0,0,3,0,0,0
0,72427,25754,365,11.19186981,365,0,0,0,0,0,0
0,72428,63860,79,15.04116529,73,0,0,0,0,0,6
0,72429,66156,284,5.546462993,251,6,0,0,0,0,27
0,72430,34119,384,15.57644205,382,0,0,0,0,0,2
0,72431,49167,374,65.92142035,354,2,0,0,0,0,18
0,72432,52197,6454,40.72372526,5940,49,33,0,0,15,417
1,72433,49071,2909,54.77176941,2809,35,17,0,0,0,48
0,72434,45129,1889,24.7333654,1887,0,2,0,0,0,0
0,72435,57118,382,6.917997753,381,0,1,0,0,0,0
0,72436,53046,987,32.37780986,958,0,0,0,0,23,6
0,72437,58245,3722,30.71983175,3645,4,0,6,0,5,62
0,72438,57971,3087,46.13481978,2832,0,0,0,0,231,24
0,72440,66702,276,42.79959718,271,0,0,0,0,0,5
0,72441,10663,47,361.5384615,47,0,0,0,0,0,0
2,72442,75751,4241,43.43728886,4183,12,0,0,13,0,33
0,72443,54234,2938,51.00524401,2850,0,3,0,0,61,24
0,72444,46463,1895,18.91692551,1837,0,0,0,0,0,58
0,72445,48880,46,202.2222222,46,0,0,0,0,0,0
0,72447,59539,1902,35.15492151,1880,8,0,0,0,0,14
0,72449,41626,332,74.26778243,332,0,0,0,0,0,0
8,72450,60939,39120,125.5413367,36898,864,122,155,15,338,728
0,72453,45312,194,7.09473986,189,0,0,4,0,0,1
3,72454,52199,4842,50.39167314,4660,49,29,0,0,46,58
4,72455,57074,12418,44.16813388,11772,127,127,18,57,46,271
0,72456,44417,480,12.63089712,480,0,0,0,0,0,0
0,72457,48868,185,670.0507614,185,0,0,0,0,0,0
0,72458,65954,594,28.96604642,594,0,0,0,0,0,0
0,72459,46805,1324,13.36511193,1279,0,0,4,0,0,41
0,72460,42929,844,13.92119133,795,0,0,0,0,49,0
0,72461,57115,3599,20.89595041,3454,0,15,0,0,72,58
0,72462,38345,341,67.62804575,338,0,0,3,0,0,0
0,72464,32064,61,759.6899225,61,0,0,0,0,0,0
0,72466,49180,1500,12.00560964,1446,0,7,12,0,0,35
0,72467,NA,285,9181.818182,241,28,9,0,0,0,7
0,72469,48729,977,14.62227946,947,0,1,0,1,0,28
0,72470,44043,160,9.469528305,160,0,0,0,0,0,0
0,72471,65138,1187,13.18561007,1132,1,0,0,0,0,54
5,72472,49452,9167,53.644742,8145,363,0,0,0,131,528
0,72473,50424,2457,41.12363051,2142,47,0,0,0,9,259
1,72476,52140,6656,35.83394684,6334,151,6,9,1,12,143
0,72478,41694,331,7.640467048,280,24,0,0,0,27,0
0,72479,54643,1406,7.590587468,1258,44,2,0,0,30,72
0,72482,39448,1338,18.05905208,1314,0,0,0,0,0,24
4,72501,60844,26150,82.69170579,23167,687,69,243,0,1192,792
0,72512,41864,2615,102.1864422,2459,0,114,0,0,21,21
0,72513,45792,2397,30.27797214,2302,21,26,0,0,6,42
0,72515,NA,0,6.454918033,0,0,0,0,0,0,0
0,72517,51149,224,14.209436,224,0,0,0,0,0,0
0,72519,49046,3922,21.16921257,3576,236,39,0,0,28,43
0,72520,16068,163,12.11717188,151,0,0,0,0,0,12
0,72521,63566,5611,38.33412964,5346,84,0,0,0,8,173
0,72522,55267,462,68.91271057,407,14,0,0,0,0,41
0,72523,43897,923,27.34678531,923,0,0,0,0,0,0
0,72524,43470,402,6.702914698,386,0,0,16,0,0,0
0,72526,49606,235,27.75274824,232,0,0,3,0,0,0
0,72527,186899,449,146.9994957,354,0,0,0,0,37,58
0,72528,NA,0,16.25812906,0,0,0,0,0,0,0
7,72529,49055,5006,240.9994901,4908,0,0,0,0,0,98
0,72530,52128,1267,17.7864905,1233,0,0,31,0,0,3
0,72531,56047,984,13.97160272,976,0,0,0,0,0,8
0,72532,37825,1104,16.50295453,1086,0,5,0,0,3,10
0,72533,40034,342,9.677344313,316,0,6,0,0,0,20
0,72534,71980,1794,21.3471335,1794,0,0,0,0,0,0
0,72536,49599,522,16.89042876,509,0,5,0,0,1,7
0,72537,60154,742,28.08988764,703,0,0,0,0,23,16
0,72538,41981,417,9.279745666,417,0,0,0,0,0,0
0,72539,48656,126,15.32404603,89,0,0,8,0,0,29
0,72540,61594,189,8.038845428,161,0,0,0,0,0,28
1,72542,45394,3667,24.12145208,3379,18,25,5,9,5,226
2,72543,62131,12636,110.616931,12263,76,145,88,0,5,59
0,72544,38774,741,23.03680093,691,0,16,0,18,0,16
0,72546,50267,244,46.6254508,244,0,0,0,0,0,0
0,72550,53565,721,21.39862267,721,0,0,0,0,0,0
0,72553,43035,49,196.5811966,47,0,0,0,0,0,2
1,72554,51572,2352,18.96155792,2261,20,25,9,0,0,37
0,72555,60964,139,13.61460203,139,0,0,0,0,0,0
0,72556,49981,3343,21.9566462,3090,12,0,0,0,0,241
0,72560,49557,9075,26.84954867,8752,11,35,56,0,1,220
0,72561,62483,848,19.19690032,848,0,0,0,0,0,0
0,72562,64986,2220,27.12234139,2150,0,0,0,8,0,62
0,72564,56786,383,18.52291617,368,10,1,0,0,0,4
0,72565,55881,726,26.10536218,711,0,3,0,0,0,12
0,72566,46274,619,13.27292451,611,0,8,0,0,0,0
0,72567,55104,264,22.64672833,264,0,0,0,0,0,0
0,72568,44360,1148,35.69817643,1121,0,0,2,0,16,9
0,72569,60631,746,11.24918876,713,0,16,0,0,0,17
0,72571,59462,267,19.99024866,267,0,0,0,0,0,0
0,72572,48880,140,16.04390965,140,0,0,0,0,0,0
0,72573,73400,216,18.85384876,216,0,0,0,0,0,0
0,72576,38974,4059,24.1998048,3796,8,1,0,0,68,186
0,72577,65235,694,16.61563294,663,0,0,0,0,31,0
0,72578,91924,104,9.903302658,104,0,0,0,0,0,0
0,72579,54506,1280,34.12887828,1220,9,0,0,0,3,48
0,72581,50922,1096,93.33937472,1094,0,0,0,0,2,0
0,72583,49298,2360,16.95154825,2308,50,0,0,0,0,2
0,72584,55333,277,17.871189,277,0,0,0,0,0,0
0,72585,149909,306,9.607686149,306,0,0,0,0,0,0
0,72587,72600,47,12.85125156,47,0,0,0,0,0,0
8,72601,61920,30327,81.68587647,29091,111,171,134,32,16,772
0,72611,86766,1856,22.23358372,1693,0,48,1,0,0,114
6,72616,71753,11201,49.77973148,10084,220,32,261,238,155,211
0,72617,36836,48,5.252407353,48,0,0,0,0,0,0
0,72619,48330,2260,416.7922497,2156,0,0,18,0,6,80
0,72623,68853,997,25.7818095,985,0,0,0,0,0,12
0,72624,58578,507,8.730543675,507,0,0,0,0,0,0
0,72626,49949,1379,220.3900709,1359,0,3,0,0,4,13
0,72628,61593,1006,7.112929943,919,0,69,0,0,0,18
0,72629,42688,353,14.39589866,336,0,0,0,0,0,17
0,72630,40656,287,232.0376914,281,0,4,0,0,0,2
0,72631,54658,3808,77.7079405,3765,0,0,0,0,35,8
0,72632,56446,4120,44.82122888,3826,62,125,56,0,4,47
0,72633,62218,1599,19.39169532,1535,0,0,48,0,0,16
0,72634,52338,4524,36.39963211,4399,5,9,45,0,0,66
0,72635,52351,3913,124.2500086,3749,31,10,12,0,15,96
0,72636,41067,3,81.08108108,3,0,0,0,0,0,0
2,72638,52847,6885,38.2932691,6282,7,26,68,19,266,217
0,72639,50456,627,10.70029767,590,37,0,0,0,0,0
0,72640,44636,394,17.31582261,334,0,0,0,60,0,0
0,72641,43621,3164,18.77024064,3014,2,95,45,0,0,8
0,72642,61620,1841,230.8410125,1665,0,6,23,0,78,69
0,72644,44063,2497,26.28662101,2392,14,5,2,0,0,84
0,72645,46104,2072,10.83197958,1855,0,123,17,0,16,61
0,72648,71780,392,16.02614321,392,0,0,0,0,0,0
0,72650,46159,3855,16.25895044,3655,11,54,9,0,21,105
0,72651,51022,1291,163.2818846,1253,0,0,13,0,0,25
6,72653,61998,28285,128.7553648,27528,35,140,70,0,115,397
0,72655,43411,246,4.822964487,240,0,0,6,0,0,0
0,72658,45665,1390,22.59773352,1277,1,1,62,0,0,49
0,72660,61038,620,30.53435115,595,0,12,2,0,0,11
0,72661,37920,534,22.54528493,534,0,0,0,0,0,0
0,72662,58529,2729,25.43527889,2678,0,37,2,0,0,12
0,72663,79578,155,15.91430083,138,0,0,0,0,0,17
0,72666,12809,83,15.35883831,65,0,0,0,0,0,18
0,72668,59179,198,18.61911229,198,0,0,0,0,0,0
0,72669,44400,101,62.5,101,0,0,0,0,0,0
0,72670,NA,79,5.876068376,0,0,0,0,0,0,79
0,72672,27568,301,39.70399886,301,0,0,0,0,0,0
0,72675,46218,1534,8.09925202,1483,0,43,0,0,0,8
0,72677,36011,428,620.5673759,428,0,0,0,0,0,0
0,72679,NA,7,6.825938567,7,0,0,0,0,0,0
0,72680,66025,942,21.6673379,919,0,23,0,0,0,0
0,72682,36942,226,13.50692752,207,0,0,0,0,0,19
0,72683,45837,275,20.49538611,257,0,0,0,0,0,18
0,72685,40711,1288,26.67213787,1280,0,2,0,0,0,6
0,72686,47878,110,6.352752278,110,0,0,0,0,0,0
0,72687,47106,6749,23.10817674,6388,75,129,65,0,12,80
37,72701,62710,45104,314.33809,36804,2902,558,1156,53,2144,1487
18,72703,78822,32704,632.3503088,27421,1568,164,1170,48,1075,1258
17,72704,81959,26416,280.6371421,21417,1787,92,842,0,1536,742
27,72712,116587,57292,409.3054417,46108,1755,389,6230,70,853,1887
2,72714,85611,13324,626.8467708,12649,72,183,171,0,0,249
1,72715,84768,15839,527.4390244,14913,128,174,111,18,76,419
0,72717,59384,671,23.99462305,605,0,9,0,0,0,57
0,72718,154649,3294,225.3499462,3071,0,26,75,0,0,122
5,72719,83297,12698,1055.013518,11051,632,44,390,8,67,506
0,72721,75498,325,8.811069046,325,0,0,0,0,0,0
0,72722,65764,3331,74.06708051,2756,25,99,276,13,86,76
1,72727,62925,6069,36.40270736,5691,10,8,57,0,124,179
0,72729,37723,166,22.88703613,166,0,0,0,0,0,0
3,72730,75231,8481,366.4251208,7251,0,294,80,0,524,332
0,72732,83339,5118,55.39827791,4959,21,79,6,13,15,25
1,72734,73449,8410,89.75899184,7560,63,147,245,0,71,324
0,72736,81863,6850,70.03768136,6546,0,27,0,0,93,184
0,72738,77621,2471,28.34510962,2167,0,80,195,0,29,0
0,72739,64829,744,91.96966751,721,0,0,11,0,0,12
0,72740,68298,9675,25.86255959,8963,49,132,8,95,116,312
0,72742,39430,527,7.257570512,527,0,0,0,0,0,0
0,72744,59618,5363,67.61921636,4761,35,85,107,0,143,232
2,72745,81319,13941,344.8213149,12445,58,159,416,0,401,462
0,72747,44974,301,27.225506,244,0,57,0,0,0,0
0,72749,NA,245,63.78132118,221,23,0,0,0,0,1
2,72751,65912,7692,259.0281412,7098,85,206,0,23,165,115
0,72752,22568,343,2.457167297,343,0,0,0,0,0,0
4,72753,72047,9680,88.61890298,9213,85,22,21,0,151,188
13,72756,75425,41584,275.9934832,37969,459,371,735,360,761,929
6,72758,112787,41523,1101.473587,37033,729,183,999,461,1089,1029
0,72760,56209,318,9.767521563,318,0,0,0,0,0,0
4,72761,66555,22529,185.9863564,17988,260,1381,431,15,944,1510
8,72762,87571,41189,590.1250647,30151,730,405,1061,638,6192,2012
7,72764,64694,56913,806.5318968,35439,1645,481,1002,5174,11517,1655
0,72768,61912,1243,34.65110109,1223,1,16,1,0,0,2
0,72769,63052,1425,28.5538764,971,0,0,333,0,47,74
0,72773,65889,1437,30.76376784,1419,0,0,0,0,6,12
0,72774,68049,5975,52.39954115,5707,7,75,83,0,6,97
0,72776,41428,615,9.345185764,600,0,15,0,0,0,0
3,72801,47512,19074,2297.71274,16295,1172,66,448,0,397,696
5,72802,73643,22415,155.8612387,20350,592,211,153,0,511,598
0,72821,44013,1996,55.79013321,1886,30,0,0,38,0,42
0,72823,55014,5850,57.48200766,5682,45,4,23,0,31,65
0,72824,59420,1821,23.24112043,1411,153,0,95,0,148,14
0,72826,65294,50,156.1461794,41,0,5,0,0,4,0
0,72827,36004,213,4.793151177,213,0,0,0,0,0,0
0,72828,NA,35,5.502992856,19,0,0,0,0,0,16
3,72830,54213,15704,113.4872807,13909,396,0,435,36,537,391
0,72832,42520,1186,111.9059166,1154,0,0,0,0,0,32
0,72833,58141,4356,24.27867309,3216,78,12,64,0,905,81
4,72834,61797,10402,67.73868831,8294,277,45,0,0,1665,121
0,72835,40804,827,17.97573373,810,0,0,0,0,17,0
0,72837,62220,7991,33.65046411,7699,63,93,27,0,23,86
0,72838,42827,115,6.216552246,115,0,0,0,0,0,0
0,72839,60187,315,1.621386218,315,0,0,0,0,0,0
0,72840,40343,2121,41.07337398,2023,0,0,0,0,14,84
0,72841,27260,230,4.406569088,230,0,0,0,0,0,0
0,72842,68894,1158,15.69868717,861,12,11,4,0,265,5
0,72843,72881,2600,10.73999207,2487,30,12,0,0,0,71
0,72845,63462,1006,105.2631579,1001,0,0,5,0,0,0
0,72846,56191,4286,40.64736618,4013,10,22,103,0,26,112
0,72847,57525,2765,65.7318142,2695,0,0,0,0,18,52
0,72851,54763,440,12.28627889,429,0,0,0,0,0,11
0,72852,49045,82,3.717384378,82,0,0,0,0,0,0
0,72853,53795,2357,36.61436829,1811,6,33,0,0,498,9
0,72854,33136,819,4.871862396,706,15,41,0,0,0,57
4,72855,52197,6263,34.92527076,5481,221,39,269,0,20,233
0,72856,52393,352,3.57723828,322,0,30,0,0,0,0
0,72857,57374,1350,4.392080741,1327,11,10,0,0,0,2
1,72858,61347,3827,126.4976317,3715,7,24,7,0,1,73
0,72860,43994,269,10.59980779,195,0,0,74,0,0,0
0,72863,61805,1844,30.51991897,1679,14,38,93,0,1,19
0,72865,50789,1381,48.7700382,1313,14,0,17,0,0,37
5,72901,50867,21537,2459.671907,14397,2453,300,705,0,2698,984
6,72903,69056,24758,1560.236291,18586,1436,404,1614,26,1268,1424
3,72904,40931,23411,1668.546605,9918,3560,161,2177,0,6796,799
0,72908,82102,13303,1648.958462,9992,515,182,808,0,835,971
2,72916,85584,8604,206.0149073,7412,392,36,219,0,3,542
5,72921,62998,13729,160.5641348,12725,89,308,2,0,261,344
3,72923,67884,4999,630.8286704,4605,53,37,76,0,101,127
0,72926,34080,643,6.572362312,629,9,0,0,0,0,5
2,72927,51428,8366,28.03373972,7831,29,101,0,0,155,250
0,72928,61614,937,32.31328911,689,9,96,110,0,0,33
0,72930,60169,319,11.14710698,314,5,0,0,0,0,0
0,72932,56402,1400,85.0372737,1240,0,60,4,0,27,69
0,72933,72446,5293,43.8266572,4977,18,96,3,0,10,189
0,72934,34569,678,15.20432169,623,0,0,14,0,0,41
0,72935,46841,453,176.2370189,448,0,5,0,0,0,0
8,72936,68700,14931,165.2184792,14128,121,53,27,0,163,439
0,72937,68932,3340,59.64288475,3036,0,50,29,0,0,225
0,72938,56081,1187,27.74951623,973,16,28,13,0,49,108
0,72940,78720,2830,57.01137961,2641,5,29,69,0,0,86
0,72941,62027,5189,97.62763544,4754,24,162,0,0,75,174
0,72943,52852,2076,26.80335093,1933,20,0,39,0,0,84
0,72944,52247,3800,36.90405452,3323,67,43,5,0,0,362
0,72945,45189,245,461.0866373,230,0,5,0,0,2,8
0,72946,55085,3760,38.02962022,3550,0,64,0,0,0,146
0,72947,50384,3889,34.98429534,3717,10,60,14,15,2,71
0,72948,33554,223,8.403906681,201,0,0,0,0,0,22
4,72949,45381,9408,29.8101314,9109,112,21,19,0,62,85
0,72950,96023,386,3.031560846,347,0,0,33,0,0,6
0,72951,48724,912,59.11919579,848,0,0,56,0,6,2
0,72952,57534,2614,57.65240202,2574,0,0,0,0,0,40
0,72955,47900,949,35.22599324,794,0,81,74,0,0,0
6,72956,65858,36187,323.25513,30503,894,849,1083,0,1612,1246
1,72958,43049,6824,23.33805826,6064,16,160,37,0,312,235
0,72959,62867,2701,15.58121976,2564,6,86,11,0,0,34
4,90001,54325,59832,16307.8241,25059,5338,459,189,11,28009,767
8,90002,49724,53302,16728.60875,22906,10081,793,549,70,18106,797
8,90003,51181,73730,18661.22219,24417,15245,529,219,51,32582,687
6,90004,84325,60541,20400.26247,21599,2188,132,15417,176,18937,2092
4,90005,54841,39732,34761.07011,9272,2290,206,13597,65,13401,901
5,90006,50157,59576,30825.52083,20025,1897,514,10962,113,25086,979
7,90007,52447,42433,16586.94771,15623,4548,289,8277,66,12071,1559
4,90008,69070,31754,8801.252382,5549,20675,79,1082,44,3354,971
0,90010,82447,3822,8315.098468,811,229,36,2491,36,47,172
17,90011,52535,111165,24239.85068,49665,8490,1392,647,66,48973,1932
10,90012,74907,36552,9617.501546,10194,5039,409,13686,95,5654,1475
4,90013,65566,12559,17543.96423,4699,3603,152,2217,88,794,1006
0,90014,67825,8688,24752.65018,3907,2040,43,1648,13,587,450
2,90015,80234,22651,11096.43483,8764,1658,180,3570,10,7611,858
6,90016,66037,45899,13122.69093,19652,13974,129,2441,49,8109,1545
1,90017,63540,27723,32738.29201,10630,2317,360,4630,68,8849,869
6,90018,67108,53490,17026.9337,15244,15580,229,2680,157,18241,1359
6,90019,85483,64534,16578.7037,23625,12025,302,10877,97,15453,2155
0,90020,76983,39189,34484.0708,10703,2655,362,17714,195,6376,1184
1,90021,57715,2945,1908.695652,1253,532,57,168,0,835,100
5,90022,59342,67014,15330.67093,34587,319,678,801,24,29440,1165
5,90023,54607,46680,10867.1875,26928,626,307,395,0,17749,675
2,90024,135393,51627,16217.36159,30716,1282,112,14410,102,1653,3352
4,90025,117163,46883,16405.99455,29827,2045,213,9499,32,2414,2853
16,90026,91250,68906,16059.86749,30366,2926,1123,10166,173,20691,3461
5,90027,103501,44770,5463.57696,29628,1045,46,5887,95,6287,1782
8,90028,67298,29774,18841.20735,16599,2991,155,2985,10,5375,1659
3,90029,60177,36668,28353.15712,13143,1313,99,6410,105,14704,894
17,90031,70691,39916,11386.04112,12523,668,756,9404,25,15176,1364
9,90032,74960,48031,9604.782882,18342,860,629,5340,19,21294,1547
15,90033,50344,49155,14953.16804,27990,940,515,2134,127,16755,694
3,90034,98799,53861,18631.95114,28754,5618,187,10569,155,5914,2664
3,90035,136176,27272,13808.55199,20663,1770,8,2042,36,1188,1565
4,90036,119531,37965,14919.06111,25780,2321,59,6214,78,2076,1437
8,90037,49627,67640,21943.62227,30192,10910,960,742,0,23307,1529
4,90038,63529,28580,18465.51724,13510,1895,173,1446,7,10042,1507
10,90039,124940,29510,7563.395225,17045,404,771,4793,45,4906,1546
4,90040,63795,12328,2243.325569,8997,213,222,54,0,2597,245
6,90041,115593,29090,7596.952909,14208,672,442,8392,134,3012,2230
13,90042,87211,63193,13440.25834,29527,1354,2385,8607,61,17452,3807
8,90043,77169,45873,10834.30092,9367,27935,289,657,89,5998,1538
13,90044,51524,99443,17476.93206,27796,32521,569,708,69,35867,1913
5,90045,140825,40567,3681.118881,25112,4872,188,5708,78,2011,2598
18,90046,114923,50900,8403.563397,40264,2450,153,3138,80,2035,2780
5,90047,66946,51411,10273.93786,10308,30788,191,310,80,8351,1383
1,90048,148754,21489,11351.19363,17024,768,91,1712,13,608,1273
11,90049,226246,36418,2362.316911,31003,609,118,2886,0,318,1484
2,90056,125019,7649,4953.797468,1281,5337,35,361,0,37,598
